"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 30 21:33:01 GMT 2024","Sat Mar 30 21:33:02 GMT 2024","969","","Dropdown List page","","","","should not be able to update dropdown field to hint",""
"passed","Sat Mar 30 21:32:56 GMT 2024","Sat Mar 30 21:32:57 GMT 2024","433","","Add/Remove Elements page","","","","should be able to add 2 element",""
"passed","Sat Mar 30 21:33:02 GMT 2024","Sat Mar 30 21:33:03 GMT 2024","1402","","Add/Remove Elements page","","","","should be able to remove 2 element",""
"passed","Sat Mar 30 21:32:49 GMT 2024","Sat Mar 30 21:32:49 GMT 2024","258","","Checkboxes page","","","","should check a checkbox",""
"passed","Sat Mar 30 21:32:58 GMT 2024","Sat Mar 30 21:32:59 GMT 2024","1435","","Add/Remove Elements page","","","","should be able to add 10 element",""
"passed","Sat Mar 30 21:33:06 GMT 2024","Sat Mar 30 21:33:10 GMT 2024","4381","","Add/Remove Elements page","","","","should be able to remove 10 element",""
"passed","Sat Mar 30 21:32:58 GMT 2024","Sat Mar 30 21:33:00 GMT 2024","1855","","Add/Remove Elements page","","","","should be able to add 1 element",""
"passed","Sat Mar 30 21:32:52 GMT 2024","Sat Mar 30 21:32:52 GMT 2024","238","","Add/Remove Elements page","","","","should be able to add 2 element",""
"passed","Sat Mar 30 21:33:03 GMT 2024","Sat Mar 30 21:33:06 GMT 2024","2589","","Add/Remove Elements page","","","","should be able to add 10 element",""
"passed","Sat Mar 30 21:32:52 GMT 2024","Sat Mar 30 21:32:52 GMT 2024","389","","Add/Remove Elements page","","","","should be able to remove 2 element",""
"passed","Sat Mar 30 21:32:54 GMT 2024","Sat Mar 30 21:32:56 GMT 2024","1495","","Add/Remove Elements page","","","","should be able to add 1 element",""
"passed","Sat Mar 30 21:33:02 GMT 2024","Sat Mar 30 21:33:03 GMT 2024","390","","Login page","","","","should error with no credentials",""
"passed","Sat Mar 30 21:33:00 GMT 2024","Sat Mar 30 21:33:02 GMT 2024","1902","","Login page","","","","should error with invalid credentials",""
"passed","Sat Mar 30 21:32:56 GMT 2024","Sat Mar 30 21:32:56 GMT 2024","545","","Checkboxes page","","","","should uncheck a checkbox",""
"passed","Sat Mar 30 21:32:50 GMT 2024","Sat Mar 30 21:32:50 GMT 2024","562","","Dropdown List page","","","","should be able to update dropdown field to Option 1",""
"passed","Sat Mar 30 21:32:51 GMT 2024","Sat Mar 30 21:32:51 GMT 2024","384","","Dropdown List page","","","","should not be able to update dropdown field to hint",""
"passed","Sat Mar 30 21:32:56 GMT 2024","Sat Mar 30 21:32:57 GMT 2024","404","","Dropdown List page","","","","should not be able to update dropdown field to hint",""
"passed","Sat Mar 30 21:32:53 GMT 2024","Sat Mar 30 21:32:55 GMT 2024","1775","","Add/Remove Elements page","","","","should be able to remove 10 element",""
"passed","Sat Mar 30 21:32:56 GMT 2024","Sat Mar 30 21:32:56 GMT 2024","530","","Dropdown List page","","","","should be able to update dropdown field to Option 2",""
"passed","Sat Mar 30 21:32:51 GMT 2024","Sat Mar 30 21:32:51 GMT 2024","426","","Add/Remove Elements page","","","","should be able to add 1 element",""
"passed","Sat Mar 30 21:33:00 GMT 2024","Sat Mar 30 21:33:01 GMT 2024","921","","Checkboxes page","","","","should uncheck a checkbox",""
"passed","Sat Mar 30 21:33:00 GMT 2024","Sat Mar 30 21:33:01 GMT 2024","764","","Dropdown List page","","","","should be able to update dropdown field to Option 2",""
"passed","Sat Mar 30 21:32:49 GMT 2024","Sat Mar 30 21:32:49 GMT 2024","114","","Checkboxes page","","","","should uncheck a checkbox",""
"passed","Sat Mar 30 21:32:58 GMT 2024","Sat Mar 30 21:33:00 GMT 2024","1298","","Checkboxes page","","","","should check a checkbox",""
"passed","Sat Mar 30 21:32:52 GMT 2024","Sat Mar 30 21:32:53 GMT 2024","811","","Add/Remove Elements page","","","","should be able to add 10 element",""
"passed","Sat Mar 30 21:33:04 GMT 2024","Sat Mar 30 21:33:05 GMT 2024","1118","","Login page","","","","should login with valid credentials",""
